location_name,wind_kph,humidity,precip_mm,temperature_celsius,comfortable_days
Banjul,11.2,66,0.01,30.1,116
Tbilisi,19.1,45,0.0,29.0,42
Berlin,9.0,38,0.0,30.1,46
Accra,22.0,84,0.21,27.2,2
Athens,22.0,23,0.0,38.3,29
Saint George's,13.0,84,0.21,29.2,9
Guatemala City,3.6,94,0.0,19.1,12
Conakry,15.1,79,0.0,28.1,24
Bissau,6.1,79,0.04,29.2,112
Georgetown,3.6,84,0.74,27.3,62
Port-Au-Prince,15.1,70,0.0,29.0,29
Vatican City,3.6,29,0.0,36.1,41
Tegucigalpa,4.0,94,0.0,19.1,27
Budapest,15.1,35,0.0,35.4,32
New Delhi,6.1,75,0.0,31.2,77
Jakarta,13.0,79,0.09,28.4,1
Tehran,22.0,11,0.0,38.4,49
Baghdad,10.4,9,0.0,45.7,52
Dublin,25.9,100,1.43,13.0,2
Jerusalem,16.9,59,0.0,32.1,40
Rome,3.6,29,0.0,36.1,41
Port Royal,6.8,74,0.0,28.1,6
Tokyo,11.2,79,0.0,28.1,41
Amman,15.1,26,0.0,34.3,44
Astana,19.1,47,0.0,23.2,39
Nairobi,8.3,70,1.2,21.1,241
Kuwait City,4.7,23,0.0,42.2,53
Bishkek,6.5,35,0.16,28.9,49
Laos,5.8,93,0.06,23.3,28
Riga,11.2,41,0.0,25.0,46
Beirut,15.1,71,0.01,31.3,56
Maseru,10.8,24,0.0,9.3,118
Monrovia,13.0,84,0.32,28.0,2
Nan,9.0,94,0.0,24.2,17
Vaduz,11.2,65,0.1,26.3,39
Vilnius,9.0,47,0.0,24.0,51
Luxembourg,20.2,45,0.0,28.2,24
Antananarivo,3.6,19,0.0,29.3,98
Lilongwe,7.9,10,0.0,28.4,150
Kuala Lumpur,3.6,89,0.02,27.4,4
Bamako,11.2,66,0.0,30.1,81
Valletta,3.6,30,0.0,35.2,31
Nouakchott,11.5,48,0.0,29.3,81
Port Louis,16.9,55,0.0,22.3,100
Mexico City,6.1,77,0.0,16.3,5
Palikir,6.8,79,0.13,28.3,1
Chi Chi Khvar,20.9,16,0.0,30.9,37
Monaco,9.0,66,0.0,28.1,33
Ulaanbaatar,15.1,34,0.0,26.2,13
Podgorica,9.0,35,0.08,37.1,28
Rabat,15.1,65,0.0,24.1,81
Maputo,6.8,12,0.0,23.4,62
Windhoek,15.1,10,0.0,22.4,170
Yaren,43.9,32,0.0,35.3,21
Kathmandu,11.2,83,2.45,25.1,94
Amsterdam,16.9,57,0.0,25.0,33
Managua,3.6,90,0.0,23.5,139
Niamey,16.9,37,0.0,36.3,54
Abuja,11.2,70,0.01,29.4,11
Pyongyang,7.2,92,1.22,22.8,32
Skopje,11.2,31,0.0,37.1,25
Oslo,20.2,72,0.0,14.4,20
Muscat,25.9,63,0.0,34.1,54
Islamabad,7.6,31,0.0,37.7,50
National,7.2,41,0.0,16.3,148
Panama City,3.6,94,0.0,26.2,17
Port Moresby,15.1,84,0.0,26.1,17
Aurora,9.0,59,0.0,9.9,79
Lima,6.5,86,0.01,14.8,16
Warsaw,19.1,40,0.0,30.3,58
Lisbon,19.1,94,0.01,20.2,39
Doha,15.1,36,0.0,39.2,69
Bucharest,24.1,24,0.0,36.0,24
Moscow,11.2,37,0.0,29.0,65
Kigali,5.8,43,0.0,26.0,128
Basseterre,28.1,84,0.03,29.1,46
Castries,9.0,84,0.03,29.2,14
Kingstown,37.1,84,0.0,29.2,1
Apia,9.0,100,0.33,24.2,39
San Marino,15.1,55,0.0,30.1,29
'S Gravenjansdijk,6.1,45,0.1,28.4,25
Riyadh,13.0,6,0.0,43.2,50
Dakar,11.2,79,0.0,27.3,49
Belgrade,15.1,36,0.0,34.3,25
Victoria,29.9,76,0.0,25.8,1
Freetown,9.0,79,0.08,28.3,11
Singapore,6.8,74,0.0,28.0,1
Bratislava,11.2,41,0.0,33.1,25
Ljubljana,11.2,49,0.0,31.2,20
Honiara,16.9,88,0.0,25.9,2
Mogadishu,29.9,80,0.05,26.8,1
Pretoria,16.9,18,0.0,14.3,137
Seoul,9.0,100,2.31,24.4,31
Juba,15.8,31,0.0,34.9,88
Madrid,19.1,21,0.0,31.3,30
Khartoum,17.6,24,0.0,39.5,61
Paramaribo,3.6,94,1.56,26.0,89
Stockholm,19.1,53,0.0,21.3,41
Bern,3.6,43,0.11,29.3,23
Damascus,28.1,22,0.0,37.1,31
Dushanbe,3.6,22,0.0,35.0,49
Dodoma,11.9,23,0.0,28.8,58
Bangkok,13.0,79,0.0,30.3,6
Dili,14.4,74,0.0,23.6,56
Ban Lom,3.6,86,0.02,27.6,23
Nuku`Aloia,22.0,83,0.08,21.2,115
Port Of Spain,9.0,89,0.29,28.0,48
Tunis,22.0,56,0.0,33.2,30
Ankara,22.0,34,0.01,32.1,35
Ashgabat,11.2,17,0.0,40.2,37
Kampala,13.7,48,0.0,27.0,63
Kyiv,15.8,38,0.0,30.5,44
Abu Dhabi,22.0,41,0.0,40.3,56
London,11.2,94,0.11,19.4,26
Montevideo,9.0,61,0.01,7.1,24
Tashkent,11.2,19,0.0,36.4,57
Port Vila,13.0,89,0.02,23.3,99
Caracas,3.6,74,0.09,26.1,49
Hanoi,20.2,79,0.5,31.1,47
Sanaa,22.3,16,0.0,29.3,217
Lusaka,12.2,11,0.0,26.6,127
Harare,6.5,9,0.0,25.3,182
Kabul,26.6,18,0.0,31.5,75
Tirana,16.9,35,0.0,37.1,29
Algiers,3.6,62,0.0,30.3,36
Andorra La Vella,13.7,35,0.0,24.7,40
Luanda,13.0,58,0.0,26.2,42
Saint John's,15.1,75,0.01,29.2,49
Buenos Aires,3.6,80,0.0,1.1,40
Yerevan,16.9,35,0.01,30.3,34
Canberra,13.0,100,0.0,6.1,25
Vienna,20.2,41,0.0,33.3,26
Baku,29.9,41,0.0,33.3,33
Nassau,9.0,75,0.0,30.2,64
Manama,22.0,45,0.0,39.3,33
Dhaka,17.6,81,0.9,28.6,43
Bridgetown,20.2,79,0.17,29.0,9
Minsk,15.1,34,0.0,27.2,46
Brussels,16.9,65,0.07,22.3,23
Belmopan,9.0,89,0.26,28.2,60
Sarajevo,3.6,28,0.0,34.2,24
Gaborone,3.6,7,0.0,23.2,121
Bras,4.7,60,0.0,29.1,157
Sofia,16.9,28,0.0,32.1,22
Ouagadougou,16.9,63,0.0,31.3,55
Bujumbura,25.9,55,0.0,30.3,47
Ivory,14.4,32,0.0,25.3,70
Praia,33.1,62,0.0,27.3,77
Phnom Penh,3.6,94,0.15,27.2,2
Ngaoundere,3.6,86,0.46,21.5,115
Ottawa,6.8,100,0.0,21.2,14
Bangui,5.4,41,0.07,33.9,6
N'djamena,13.0,100,0.5,23.2,43
Santiago,6.8,93,0.0,4.2,2
Beijing,6.8,59,0.0,30.2,54
Bogot,22.7,15,0.0,38.2,30
Moroni,27.4,72,0.15,25.1,15
Brazzaville,13.0,62,0.0,27.1,25
San Ignacio,3.6,100,0.01,18.1,53
Zagreb,3.6,35,0.0,35.2,25
Havana,3.6,89,0.0,27.3,62
Nicosia,25.9,66,0.0,30.0,53
Prague,6.1,59,0.19,30.0,26
Kinshasa,13.0,62,0.0,27.1,26
Copenhagen,6.8,78,0.22,22.3,11
Roseau,3.6,70,0.0,30.0,26
Santo Domingo,11.2,94,0.0,27.1,99
Cairo,13.0,31,0.0,38.3,61
San Salvador,6.8,89,0.0,26.3,49
Malabo,9.0,94,0.51,27.2,4
Asmara,9.4,43,0.15,24.4,163
Tallinn,15.1,50,0.0,23.4,30
Mbabane,17.3,7,0.0,25.2,104
Addis Ababa,11.2,56,0.0,21.3,127
Suva,22.0,78,0.15,24.0,82
Helsinki,19.1,50,0.0,22.4,40
Paris,20.2,50,0.0,24.0,32
Libreville,13.0,70,0.0,28.1,4
Banjul,9.0,66,0.0,31.3,116
Tbilisi,3.6,41,0.0,31.3,42
Berlin,15.1,62,0.0,27.3,46
Accra,29.9,74,0.03,28.2,2
Athens,28.1,23,0.0,38.1,29
Saint George's,22.0,75,0.01,30.2,9
Guatemala City,11.2,94,0.0,17.0,12
Conakry,11.2,75,0.01,30.3,24
Bissau,6.8,66,0.86,31.3,112
Georgetown,3.6,94,0.01,27.2,62
Port-Au-Prince,9.0,75,0.0,29.2,29
Vatican City,11.2,24,0.0,37.3,41
Tegucigalpa,4.0,88,0.0,21.2,27
Budapest,3.6,37,0.0,36.2,32
New Delhi,9.0,89,0.0,30.3,77
Jakarta,9.0,74,0.02,28.2,1
Tehran,15.1,11,0.0,39.0,49
Baghdad,9.7,6,0.0,47.0,52
Dublin,25.9,94,0.03,13.0,2
Jerusalem,20.2,50,0.0,34.2,40
Rome,11.2,24,0.0,37.3,41
Port Royal,13.0,79,0.0,29.2,6
Tokyo,41.0,84,0.02,28.2,41
Amman,16.9,18,0.0,36.1,44
Astana,11.2,54,0.0,24.2,39
Nairobi,20.2,68,0.02,19.1,241
Kuwait City,7.6,20,0.0,43.0,53
Bishkek,26.3,60,0.48,20.8,49
Laos,7.6,93,0.07,21.0,28
Riga,13.0,48,0.0,27.4,46
Beirut,11.2,66,0.0,31.4,56
Maseru,15.1,17,0.0,16.3,118
Monrovia,11.2,84,0.3,27.0,2
Nan,6.1,94,3.51,27.3,17
Vaduz,11.2,89,0.57,23.2,39
Vilnius,19.1,39,0.0,27.1,51
Luxembourg,20.2,69,0.05,22.1,24
Antananarivo,16.9,46,0.0,21.0,98
Lilongwe,15.1,7,0.0,26.7,150
Kuala Lumpur,3.6,70,0.86,29.3,4
Bamako,6.8,74,0.0,28.1,81
Valletta,13.0,44,0.0,33.3,31
Nouakchott,17.3,51,0.0,28.7,81
Port Louis,9.0,65,0.0,24.4,100
Mexico City,9.0,82,0.34,16.3,5
Palikir,4.0,94,0.06,27.2,1
Chi Chi Khvar,3.6,25,0.0,27.1,37
Monaco,9.0,66,0.0,28.1,33
Ulaanbaatar,3.6,47,0.09,25.2,13
Podgorica,9.0,31,0.0,37.1,28
Rabat,19.1,70,0.0,26.2,81
Maputo,20.2,11,0.0,29.3,62
Windhoek,15.1,9,0.0,23.4,170
Yaren,33.1,39,0.0,35.2,21
Kathmandu,3.6,83,0.98,25.1,94
Amsterdam,31.0,60,0.0,21.2,33
Managua,3.6,100,0.0,25.4,139
Niamey,16.9,39,0.0,35.3,54
Abuja,11.2,63,0.04,31.4,11
Pyongyang,3.6,88,0.0,22.9,32
Skopje,3.6,29,0.0,38.1,25
Oslo,38.9,94,1.27,13.2,20
Muscat,24.1,63,0.0,34.1,54
Islamabad,13.3,39,0.0,36.6,50
National,6.8,49,0.0,18.9,148
Panama City,6.1,94,0.33,26.2,17
Port Moresby,19.1,83,0.0,25.3,17
Aurora,6.8,42,0.0,9.0,79
Lima,7.2,82,0.0,16.0,16
Warsaw,24.1,39,0.0,35.2,58
Lisbon,3.6,62,0.0,27.1,39
Doha,13.0,60,0.0,37.0,69
Bucharest,24.1,29,0.0,36.3,24
Moscow,19.1,39,0.0,26.1,65
Kigali,15.1,37,0.0,28.4,128
Basseterre,20.2,75,0.02,29.2,46
Castries,13.0,79,0.0,29.2,14
Kingstown,25.9,75,0.0,29.1,1
Apia,3.6,94,0.09,25.2,39
San Marino,16.9,56,0.0,32.4,29
'S Gravenjansdijk,20.2,65,0.03,22.2,25
Riyadh,16.9,6,0.0,46.1,50
Dakar,6.8,70,0.0,28.1,49
Belgrade,9.0,32,0.0,35.1,25
Victoria,22.0,79,0.03,28.0,1
Freetown,11.2,89,0.76,27.1,11
Singapore,6.1,84,0.0,28.2,1
Bratislava,19.1,41,0.0,34.2,25
Ljubljana,15.1,49,0.0,31.3,20
Honiara,15.8,86,0.14,25.4,2
Mogadishu,25.9,79,0.01,28.3,1
Pretoria,15.1,7,0.0,21.1,137
Seoul,6.1,94,2.57,24.4,31
Juba,19.8,41,0.0,32.2,88
Madrid,19.1,34,0.0,32.3,30
Khartoum,22.7,25,0.0,36.6,61
Paramaribo,4.0,89,0.77,27.2,89
Stockholm,31.0,53,0.0,20.1,41
Bern,3.6,69,0.02,24.1,23
Damascus,25.9,11,0.0,39.2,31
Dushanbe,11.2,18,0.0,35.2,49
Dodoma,14.4,24,0.0,27.6,58
Bangkok,13.0,75,0.74,30.2,6
Dili,12.6,72,0.0,23.1,56
Lom,11.9,42,0.0,23.4,12
Nuku`Aloia,22.0,73,0.01,21.2,115
Port Of Spain,3.6,84,0.03,28.1,48
Tunis,22.0,41,0.0,34.4,30
Ankara,3.6,30,0.0,32.3,35
Ashgabat,11.2,16,0.0,41.1,37
Kampala,14.8,46,0.02,27.2,63
Kyiv,18.4,45,0.0,31.1,44
Abu Dhabi,16.9,32,0.0,41.1,56
London,16.9,78,0.05,19.3,26
Montevideo,6.1,81,0.0,5.0,24
Tashkent,22.0,16,0.0,36.3,57
Port Vila,9.0,94,0.04,24.3,99
Caracas,3.6,79,0.0,25.1,49
Hanoi,9.0,84,0.71,28.1,47
Sanaa,9.7,22,0.33,27.9,217
Lusaka,15.1,11,0.0,26.2,127
Harare,8.3,8,0.0,25.8,182
Kabul,28.8,14,0.0,30.0,75
Tirana,22.0,50,0.0,35.3,29
Algiers,15.1,59,0.0,31.1,36
Andorra La Vella,17.6,42,0.0,25.4,40
Luanda,20.2,61,0.0,25.4,42
Saint John's,15.1,79,0.0,29.1,49
Buenos Aires,3.6,100,0.0,1.3,40
Yerevan,6.8,23,0.0,35.2,34
Canberra,11.2,100,0.0,3.2,25
Vienna,11.2,46,0.0,31.3,26
Baku,29.9,34,0.0,32.1,33
Nassau,6.1,89,0.0,26.1,64
Manama,20.2,38,0.0,40.4,33
Dhaka,16.6,80,2.32,29.2,43
Bridgetown,34.9,75,0.03,30.2,9
Minsk,19.1,46,0.0,30.3,46
Brussels,11.2,53,0.0,21.0,23
Belmopan,3.6,100,0.01,26.1,60
Sarajevo,9.0,28,0.0,35.1,24
Gaborone,3.6,6,0.0,26.2,121
Bras,6.8,72,0.0,26.6,157
Sofia,15.1,28,0.0,34.1,22
Ouagadougou,11.2,59,0.0,32.3,55
Bujumbura,22.0,43,0.0,30.1,47
Ivory,16.2,22,0.0,27.9,70
Praia,25.9,62,0.0,27.2,77
Phnom Penh,9.0,79,0.91,29.2,2
Ngaoundere,9.0,74,0.98,26.1,115
Ottawa,12.6,96,0.2,18.3,14
Bangui,5.4,47,0.0,32.4,6
N'djamena,6.1,37,0.0,34.2,43
Santiago,3.6,87,0.0,2.3,2
Beijing,6.8,62,0.11,30.3,54
Bogot,14.0,15,0.0,39.1,30
Moroni,20.9,74,0.02,24.6,15
Brazzaville,11.2,69,0.0,25.3,25
San Ignacio,3.6,100,0.0,19.3,53
Zagreb,3.6,44,0.0,34.1,25
Havana,3.6,94,0.0,24.3,62
Nicosia,24.1,35,0.0,37.3,53
Prague,3.6,58,0.52,27.1,26
Kinshasa,11.2,69,0.0,25.3,26
Copenhagen,15.1,88,0.01,18.0,11
Roseau,3.6,94,0.25,27.2,26
Santo Domingo,6.8,94,0.09,26.2,99
Cairo,22.0,23,0.0,40.3,61
San Salvador,9.0,89,0.0,25.2,49
Malabo,20.2,94,1.92,27.0,4
Asmara,13.3,40,0.49,25.2,163
Tallinn,19.1,57,0.53,24.1,30
Mbabane,15.1,6,0.0,27.6,104
Addis Ababa,3.6,56,0.83,21.3,127
Suva,13.0,69,0.0,23.3,82
Helsinki,15.1,78,0.2,21.1,40
Paris,6.1,50,0.0,24.0,32
Libreville,6.8,79,0.01,26.2,4
Banjul,3.6,71,0.01,31.3,116
Tbilisi,13.0,36,0.0,34.3,42
Berlin,19.1,58,0.0,26.1,46
Accra,20.2,79,0.04,27.1,2
Athens,19.1,20,0.0,38.0,29
Saint George's,15.1,84,0.05,29.4,9
Guatemala City,19.1,88,0.0,17.2,12
Conakry,11.2,100,0.79,25.4,24
Bissau,20.2,79,0.01,29.3,112
Georgetown,3.6,94,0.83,27.1,62
Port-Au-Prince,15.1,79,0.0,27.0,29
Vatican City,20.2,29,0.0,37.3,41
Tegucigalpa,6.1,88,0.0,20.3,27
Budapest,9.0,33,0.0,37.1,32
New Delhi,9.0,51,0.0,38.3,77
Jakarta,6.1,75,0.07,29.2,1
Tehran,6.8,12,0.0,38.3,49
Baghdad,20.5,6,0.0,49.1,52
Dublin,28.1,59,0.01,16.3,2
Jerusalem,15.1,37,0.0,36.2,40
Rome,20.2,29,0.0,37.3,41
Port Royal,9.0,75,0.0,30.0,6
Tokyo,9.0,84,0.6,26.0,41
Amman,9.0,19,0.0,35.0,44
Astana,15.1,39,0.0,27.1,39
Nairobi,9.0,49,0.02,21.3,241
Kuwait City,14.4,18,0.0,45.7,53
Bishkek,10.8,29,0.03,29.6,49
Laos,6.8,91,0.11,21.7,28
Riga,15.1,55,0.87,28.2,46
Beirut,11.2,41,0.0,32.2,56
Maseru,22.0,8,0.0,21.2,118
Monrovia,9.0,74,0.21,28.2,2
Nan,3.6,94,0.82,27.3,17
Vaduz,3.6,69,0.06,24.0,39
Vilnius,25.9,52,0.05,29.1,51
Luxembourg,9.0,53,0.26,23.1,24
Antananarivo,19.1,49,0.0,20.1,98
Lilongwe,15.1,29,0.0,24.2,150
Kuala Lumpur,9.0,63,0.0,31.3,4
Bamako,11.2,59,0.0,32.3,81
Valletta,15.1,39,0.0,33.2,31
Nouakchott,20.9,73,0.0,26.2,81
Port Louis,22.0,78,0.13,23.1,100
Mexico City,4.0,94,2.33,14.4,5
Palikir,6.1,94,1.84,26.3,1
Chi Chi Khvar,19.8,15,0.0,30.5,37
Monaco,15.1,74,0.0,27.1,33
Ulaanbaatar,22.0,53,0.0,22.3,13
Podgorica,9.0,33,0.0,37.4,28
Rabat,13.0,79,0.0,25.2,81
Maputo,13.0,11,0.0,33.1,62
Yaren,33.1,55,0.0,30.1,21
Kathmandu,3.6,89,1.05,24.0,94
Amsterdam,20.2,56,0.03,20.3,33
Managua,6.8,89,0.0,24.2,139
Niamey,19.1,59,0.0,30.3,54
Abuja,9.0,79,0.02,27.1,11
Pyongyang,3.6,89,0.0,22.1,32
Skopje,9.0,29,0.0,38.2,25
Oslo,41.0,94,0.05,12.1,20
Muscat,22.0,50,0.0,36.0,54
Islamabad,4.3,34,0.0,37.1,50
National,3.6,64,0.0,16.6,148
Panama City,4.0,94,0.32,26.1,17
Port Moresby,19.1,79,0.0,25.3,17
Aurora,7.6,53,0.0,9.8,79
Lima,5.8,81,0.01,14.1,16
Warsaw,13.0,49,0.0,31.4,58
Lisbon,11.2,70,0.0,26.1,39
Doha,16.9,45,0.0,39.3,69
Bucharest,16.9,22,0.0,37.4,24
Moscow,11.2,32,0.0,27.0,65
Kigali,11.2,30,0.0,27.3,128
Basseterre,15.1,79,0.03,29.2,46
Castries,16.9,84,0.02,28.4,14
Kingstown,29.9,79,0.05,29.1,1
Apia,13.0,89,0.0,25.3,39
San Marino,16.9,56,0.0,32.3,29
'S Gravenjansdijk,19.1,64,0.0,20.1,25
Riyadh,20.2,6,0.0,46.3,50
Dakar,3.6,75,0.0,29.3,49
Belgrade,19.1,35,0.0,35.2,25
Victoria,28.1,70,0.0,28.1,1
Freetown,4.0,87,2.22,25.2,11
Singapore,15.1,55,0.11,30.3,1
Bratislava,9.0,39,0.0,33.4,25
Ljubljana,9.0,36,0.0,33.1,20
Honiara,3.6,94,0.0,25.4,2
Mogadishu,34.9,70,0.0,28.1,1
Pretoria,20.2,7,0.0,22.1,137
Seoul,6.8,94,0.0,23.2,31
Juba,16.6,47,0.0,30.6,88
Madrid,24.1,26,0.0,34.0,30
Khartoum,16.9,26,0.0,37.5,61
Paramaribo,6.8,84,0.12,27.2,89
Stockholm,11.2,78,0.01,21.2,41
Bern,6.8,62,0.29,27.1,23
Damascus,42.8,13,0.0,39.3,31
Dushanbe,3.6,16,0.0,35.3,49
Dodoma,17.3,25,0.0,26.2,58
Bangkok,16.9,100,0.5,25.4,6
Dili,10.1,68,0.0,23.5,56
Lom,14.8,39,0.0,22.9,12
Nuku`Aloia,16.9,83,0.06,20.3,115
Port Of Spain,9.0,84,0.0,29.1,48
Tunis,20.2,35,0.0,35.3,30
Ankara,15.1,45,0.0,27.1,35
Ashgabat,6.8,15,0.0,41.3,37
Kampala,16.9,61,0.08,26.3,63
Kyiv,5.0,25,0.0,34.7,44
Abu Dhabi,16.9,36,0.0,42.1,56
London,15.1,50,0.0,22.2,26
Montevideo,3.6,100,0.0,0.3,24
Tashkent,15.1,18,0.0,36.3,57
Port Vila,16.9,94,0.01,23.0,99
Caracas,6.1,70,0.0,26.1,49
Hanoi,9.0,89,0.01,28.3,47
Sanaa,26.6,20,0.0,28.7,217
Lusaka,11.9,14,0.0,26.1,127
Harare,11.9,7,0.0,25.3,182
Kabul,28.8,14,0.0,30.1,75
Tirana,15.1,56,0.0,34.3,29
Algiers,13.0,55,0.0,31.3,36
Andorra La Vella,11.9,69,0.79,18.1,40
Luanda,19.8,69,0.0,22.8,42
Buenos Aires,3.6,100,0.0,3.2,40
Yerevan,11.2,17,0.0,36.2,34
Canberra,6.8,100,0.0,4.3,25
Vienna,24.1,52,0.0,31.0,26
Baku,15.1,30,0.0,33.3,33
Nassau,6.1,79,0.0,27.0,64
Manama,19.1,19,0.0,43.3,33
Dhaka,17.6,81,1.66,29.2,43
Bridgetown,33.1,79,1.53,29.3,9
Minsk,6.8,58,1.79,29.3,46
Brussels,11.2,94,0.05,15.2,23
Belmopan,6.8,89,0.04,29.3,60
Sarajevo,9.0,35,0.0,35.2,24
Gaborone,3.6,7,0.0,27.1,121
Bras,7.9,53,0.0,30.1,157
Sofia,3.6,22,0.0,35.0,22
Ouagadougou,19.1,66,0.0,31.4,55
Bujumbura,19.1,52,0.0,29.3,47
Ivory,10.8,24,0.0,27.6,70
Praia,19.1,74,0.0,27.2,77
Phnom Penh,20.2,79,0.06,29.3,2
Ngaoundere,3.6,77,0.0,22.8,115
Ottawa,6.8,100,0.0,21.2,14
Bangui,3.6,55,0.21,31.7,6
N'djamena,16.9,59,0.0,33.0,43
Santiago,6.8,93,0.0,0.1,2
Beijing,3.6,94,1.98,23.3,54
Bogot,14.8,12,0.0,38.8,30
Moroni,22.0,65,0.01,25.4,15
Brazzaville,9.0,61,0.0,26.3,25
San Ignacio,20.2,73,0.01,22.4,53
Zagreb,13.0,44,0.0,35.2,25
Havana,3.6,100,0.0,25.0,62
Nicosia,25.9,31,0.0,38.3,53
Prague,15.1,55,8.85,29.4,26
Kinshasa,9.0,61,0.0,26.3,26
Copenhagen,6.8,57,0.0,22.3,11
Roseau,4.0,84,0.18,28.4,26
Santo Domingo,11.2,89,0.01,27.2,99
Cairo,16.9,31,0.0,39.2,61
San Salvador,3.6,100,0.0,25.4,49
Malabo,15.1,84,0.97,28.1,4
Asmara,21.2,45,0.29,25.0,163
Tallinn,11.2,83,0.01,20.3,30
Mbabane,10.1,5,0.0,27.5,104
Addis Ababa,13.0,73,0.59,18.0,127
Suva,6.8,78,0.03,23.4,82
Helsinki,6.8,73,0.36,22.2,40
Paris,15.1,77,0.07,17.0,32
Libreville,15.1,74,0.0,27.3,4
Banjul,9.0,79,0.01,30.3,116
Tbilisi,6.8,38,0.0,32.1,42
Berlin,13.0,78,0.07,23.1,46
Accra,20.2,89,0.12,26.1,2
Athens,20.2,19,0.0,38.1,29
Saint George's,23.8,84,2.3,27.7,9
Guatemala City,11.2,94,0.0,17.3,12
Conakry,15.1,89,0.12,27.4,24
Bissau,9.0,66,1.63,31.2,112
Georgetown,3.6,100,0.59,25.0,62
Port-Au-Prince,25.9,75,0.0,29.1,29
Vatican City,15.1,27,0.0,35.1,41
Tegucigalpa,6.1,88,0.0,20.4,27
Budapest,19.1,37,0.0,36.3,32
New Delhi,11.2,63,0.01,32.3,77
Jakarta,13.0,66,0.0,28.0,1
Tehran,25.9,13,0.0,37.2,49
Baghdad,36.0,6,0.0,48.8,52
Dublin,16.9,67,0.14,15.3,2
Jerusalem,16.9,44,0.0,35.2,40
Rome,15.1,27,0.0,35.1,41
Port Royal,9.0,79,0.0,29.1,6
Tokyo,15.1,94,0.02,23.4,41
Amman,19.1,17,0.0,35.0,44
Astana,25.9,31,0.0,29.1,39
Nairobi,13.0,44,0.0,23.2,241
Kuwait City,32.0,15,0.0,45.7,53
Bishkek,20.9,30,0.11,29.5,49
Laos,6.8,86,0.03,19.7,28
Riga,9.0,73,0.06,22.1,46
Beirut,9.0,71,0.0,31.3,56
Maseru,25.9,8,0.0,21.0,118
Monrovia,11.2,79,0.2,28.2,2
Nan,3.6,89,0.72,29.3,17
Vaduz,6.8,78,0.06,23.3,39
Vilnius,9.0,58,0.01,26.0,51
Luxembourg,24.1,83,0.01,18.0,24
Antananarivo,28.1,64,0.0,18.2,98
Lilongwe,19.1,34,0.0,25.1,150
Kuala Lumpur,6.1,70,0.0,30.0,4
Bamako,13.0,89,0.0,24.4,81
Valletta,6.1,32,0.0,35.3,31
Nouakchott,23.4,76,0.0,25.4,81
Port Louis,24.1,74,0.02,24.2,100
Mexico City,11.2,77,1.35,16.3,5
Palikir,11.2,84,0.98,28.4,1
Chi Chi Khvar,22.0,11,0.0,32.2,37
Monaco,6.1,79,0.0,26.3,33
Ulaanbaatar,15.1,53,0.01,22.1,13
Podgorica,9.0,33,0.0,37.2,28
Rabat,13.0,74,0.0,26.3,81
Maputo,19.1,13,0.0,30.0,62
Windhoek,29.9,9,0.0,23.3,170
Yaren,28.1,47,0.04,33.1,21
Kathmandu,15.1,83,0.46,24.1,94
Amsterdam,20.2,88,0.78,14.4,33
Managua,11.2,83,0.0,25.3,139
Niamey,16.9,44,0.0,33.2,54
Abuja,13.0,74,0.08,28.3,11
Pyongyang,7.2,86,0.0,22.4,32
Skopje,6.8,26,0.0,38.2,25
Oslo,24.1,82,0.0,12.0,20
Muscat,15.1,64,0.0,36.3,54
Islamabad,17.3,53,0.01,29.9,50
National,12.6,61,0.0,21.3,148
Panama City,6.8,89,0.01,26.3,17
Port Moresby,19.1,83,0.0,25.4,17
Aurora,9.0,47,0.0,10.2,79
Lima,5.8,76,0.0,15.7,16
Warsaw,6.8,55,0.0,29.3,58
Lisbon,19.1,54,0.0,27.2,39
Doha,16.9,26,0.0,44.2,69
Bucharest,16.9,16,0.0,38.1,24
Moscow,15.1,35,0.0,28.3,65
Kigali,13.0,32,0.0,27.3,128
Basseterre,19.1,89,0.28,28.3,46
Castries,16.9,79,0.58,29.2,14
Kingstown,25.9,89,0.28,28.2,1
Apia,3.6,89,0.37,25.4,39
San Marino,22.0,59,0.0,32.3,29
'S Gravenjansdijk,13.0,94,0.08,15.1,25
Riyadh,16.9,6,0.0,46.0,50
Dakar,11.2,79,0.0,29.2,49
Belgrade,22.0,29,0.0,37.0,25
Victoria,25.9,84,0.09,27.1,1
Freetown,9.0,89,0.86,26.2,11
Singapore,4.0,94,0.52,25.4,1
Bratislava,6.8,55,0.0,31.1,25
Ljubljana,13.0,55,0.0,31.2,20
Honiara,5.8,87,0.01,25.3,2
Mogadishu,20.2,84,0.15,27.1,1
Pretoria,19.1,6,0.0,23.2,137
Seoul,9.0,100,0.01,24.2,31
Juba,7.6,38,0.0,32.6,88
Madrid,6.1,19,0.0,31.3,30
Khartoum,38.5,51,0.0,31.2,61
Paramaribo,9.0,89,0.04,26.1,89
Stockholm,13.0,54,0.42,25.3,41
Bern,11.2,65,0.87,24.1,23
Damascus,3.6,11,0.0,38.2,31
Dushanbe,22.0,20,0.0,34.2,49
Dodoma,13.3,32,0.0,28.0,58
Bangkok,11.2,89,0.06,26.3,6
Dili,13.0,63,0.0,22.5,56
Lom,5.4,36,0.0,22.5,12
Nuku`Aloia,15.1,88,0.0,19.2,115
Port Of Spain,9.0,89,1.86,25.4,48
Tunis,16.9,21,0.0,39.2,30
Ankara,3.6,25,0.0,34.3,35
